ortholog group	Spesies#sequence_id
FG10097	Aspergillus_oryzae#AO090023000450, Fusarium_graminearum#FG07654.1, Magnaporthe_grisea#MGG_07406.5, Stagonospora_nodorum#SNU00486.1
FG10098	Aspergillus_oryzae#AO090020000669, Fusarium_graminearum#FG08020.1, Magnaporthe_grisea#MGG_10801.5, Stagonospora_nodorum#SNU02192.1
FG1010	Ashbya_gossypii#lcl, AGL344C, Aspergillus_fumigatus#gi, 70982089, ref, XP_746573.1, , Aspergillus_nidulans#AN7105, Aspergillus_oryzae#AO090011000340, Botrytis_cinerea#BC1G_06212.1, Candida_glabrata#gi, 50295074, ref, XP_449948.1, , Candida_lusitaniae#CLUG_04422.1, Chaetomium_globosum#CHG05534.1, Coccidioides_immitis#CIMG_07886.2, Cryptococcus_neoformans#gi, 58267376, ref, XP_570844.1, , Debaryomyces_hansenii#gi, 50426135, ref, XP_461664.1, , Fusarium_graminearum#FG02544.1, Kluyveromyces_lactis#gi, 50310393, ref, XP_455216.1, , Magnaporthe_grisea#MGG_05243.5, Neurospora_crassa#NCU07831.2, Phanerochaete_chrysosporium#jgi, Phchr1, 133657, e_gww2.6.61., Rhizopus_oryzae#RO3G_05883.1, Saccharomyces_bayanus#ORFP:19319, Saccharomyces_cerevisiae#gi, 6323969, ref, NP_014040.1, , Saccharomyces_kudriavzevi#ORFP:Skud_Contig1493.2, Saccharomyces_mikatae#ORFP:17598, Saccharomyces_paradoxus#ORFP:18023, Schizosaccharomyces_pombe#gi, 63054571, ref, NP_593828.2, , Sclerotinia_sclerotiorum#SS1G_00093.1, Stagonospora_nodorum#SNU02139.1, Trichoderma_reesei#44872, Ustilago_maydis#UM06323.1, Yarrowia_lipolytica#gi, 50551367, ref, XP_503157.1, 
FG10105	Fusarium_graminearum#FG08800.1, Magnaporthe_grisea#MGG_12814.5, Neurospora_crassa#NCU03905.2, Trichoderma_reesei#42729
FG10106	Fusarium_graminearum#FG08969.1, Magnaporthe_grisea#MGG_12986.5, Neurospora_crassa#NCU07771.2, Trichoderma_reesei#34249
FG10107	Fusarium_graminearum#FG09307.1, Magnaporthe_grisea#MGG_04309.5, Neurospora_crassa#NCU04067.2, Trichoderma_reesei#30828
FG10109	Fusarium_graminearum#FG09666.1, Magnaporthe_grisea#MGG_07435.5, Neurospora_crassa#NCU07329.2, Trichoderma_reesei#36259
FG10110	Fusarium_graminearum#FG09926.1, Magnaporthe_grisea#MGG_00980.5, Neurospora_crassa#NCU04246.2, Trichoderma_reesei#30402
FG10112	Fusarium_graminearum#FG09968.1, Magnaporthe_grisea#MGG_00786.5, Neurospora_crassa#NCU04639.2, Trichoderma_reesei#37375
FG10113	Fusarium_graminearum#FG10094.1, Sclerotinia_sclerotiorum#SS1G_10280.1, Stagonospora_nodorum#SNU14179.1, Trichoderma_reesei#39159
FG10115	Fusarium_graminearum#FG10178.1, Magnaporthe_grisea#MGG_08202.5, Neurospora_crassa#NCU01423.2, Stagonospora_nodorum#SNU05625.1
FG10119	Fusarium_graminearum#FG10901.1, Magnaporthe_grisea#MGG_02412.5, Neurospora_crassa#NCU03385.2, Trichoderma_reesei#35981
FG10120	Fusarium_graminearum#FG10979.1, Magnaporthe_grisea#MGG_08815.5, Neurospora_crassa#NCU06533.2, Trichoderma_reesei#39478
FG10124	Magnaporthe_grisea#MGG_00100.5, Neurospora_crassa#NCU04509.2, Sclerotinia_sclerotiorum#SS1G_06741.1, Trichoderma_reesei#40039
FG10136	Saccharomyces_bayanus#ORFP:168, Saccharomyces_kudriavzevi#ORFP:Skud_Contig1685.5, Saccharomyces_mikatae#ORFP:150, Saccharomyces_paradoxus#ORFP:344
FG10137	Saccharomyces_bayanus#ORFP:16399, Saccharomyces_kudriavzevi#ORFP:Skud_Contig2027.9, Saccharomyces_mikatae#ORFP:15825, Saccharomyces_paradoxus#ORFP:15463
FG10138	Saccharomyces_bayanus#ORFP:1879, Saccharomyces_kudriavzevi#ORFP:Skud_Contig1334.3, Saccharomyces_mikatae#ORFP:775, Saccharomyces_paradoxus#ORFP:1507
FG10148	Aspergillus_oryzae#AO090023000581, Sclerotinia_sclerotiorum#SS1G_04881.1, Stagonospora_nodorum#SNU07911.1, Trichoderma_reesei#39584
FG1015	Ashbya_gossypii#lcl, AGR374C, Aspergillus_fumigatus#gi, 70993854, ref, XP_751774.1, , Aspergillus_nidulans#AN10248, Botrytis_cinerea#BC1G_15090.1, Candida_glabrata#gi, 50285069, ref, XP_444963.1, , Candida_lusitaniae#CLUG_00031.1, Chaetomium_globosum#CHG10537.1, Coccidioides_immitis#CIMG_01458.2, Cryptococcus_neoformans#gi, 58258617, ref, XP_566721.1, , Debaryomyces_hansenii#gi, 50419653, ref, XP_458354.1, , Fusarium_graminearum#FG06011.1, Kluyveromyces_lactis#gi, 50309725, ref, XP_454875.1, , Magnaporthe_grisea#MGG_02430.5, Neurospora_crassa#NCU09465.2, Phanerochaete_chrysosporium#jgi, Phchr1, 44697, gww2.29.34.1, Saccharomyces_bayanus#ORFP:1145, Saccharomyces_castelli#ORFP:Scas_Contig609.5, Saccharomyces_cerevisiae#gi, 21648335, ref, NP_660100.1, , Saccharomyces_kluyveri#ORFP:Sklu_Contig2425.4, Saccharomyces_kudriavzevi#ORFP:Skud_Contig1889.5, Saccharomyces_mikatae#ORFP:1574, Saccharomyces_paradoxus#ORFP:614, Schizosaccharomyces_pombe#gi, 19114863, ref, NP_593951.1, , Sclerotinia_sclerotiorum#SS1G_10733.1, Stagonospora_nodorum#SNU15578.1, Trichoderma_reesei#29968, Ustilago_maydis#UM03601.1, Yarrowia_lipolytica#gi, 50556882, ref, XP_505849.1, 
FG1020	Ashbya_gossypii#lcl, ADR096C, Aspergillus_fumigatus#gi, 70994630, ref, XP_752092.1, , Aspergillus_nidulans#AN10556, Aspergillus_oryzae#AO090023000839, Botrytis_cinerea#BC1G_04568.1, Candida_glabrata#gi, 50291345, ref, XP_448105.1, , Candida_lusitaniae#CLUG_01961.1, Chaetomium_globosum#CHG08072.1, Coccidioides_immitis#CIMG_04064.2, Cryptococcus_neoformans#gi, 58261142, ref, XP_567981.1, , Debaryomyces_hansenii#gi, 50416668, ref, XP_457569.1, , Fusarium_graminearum#FG01568.1, Kluyveromyces_lactis#gi, 50310599, ref, XP_455319.1, , Magnaporthe_grisea#MGG_03255.5, Neurospora_crassa#NCU03357.2, Phanerochaete_chrysosporium#jgi, Phchr1, 128990, e_gwh2.8.25., Rhizopus_oryzae#RO3G_14642.1, Saccharomyces_bayanus#ORFP:3282, Saccharomyces_castelli#ORFP:Scas_Contig701.40, Saccharomyces_cerevisiae#gi, 6320011, ref, NP_010091.1, , Saccharomyces_mikatae#ORFP:2534, Saccharomyces_paradoxus#ORFP:3071, Schizosaccharomyces_pombe#gi, 19114542, ref, NP_593630.1, , Sclerotinia_sclerotiorum#SS1G_03940.1, Stagonospora_nodorum#SNU04835.1, Trichoderma_reesei#45569, Ustilago_maydis#UM04327.1, Yarrowia_lipolytica#gi, 50550545, ref, XP_502745.1, 
FG1023	Ashbya_gossypii#lcl, ADL129W, Aspergillus_fumigatus#gi, 70994894, ref, XP_752224.1, , Aspergillus_nidulans#AN4308, Aspergillus_oryzae#AO090023000997, Botrytis_cinerea#BC1G_08502.1, Candida_glabrata#gi, 50285271, ref, XP_445064.1, , Candida_lusitaniae#CLUG_04349.1, Chaetomium_globosum#CHG07932.1, Coccidioides_immitis#CIMG_04227.2, Cryptococcus_neoformans#gi, 58267640, ref, XP_570976.1, , Fusarium_graminearum#FG01541.1, Kluyveromyces_lactis#gi, 50309329, ref, XP_454671.1, , Magnaporthe_grisea#MGG_02511.5, Neurospora_crassa#NCU06749.2, Phanerochaete_chrysosporium#jgi, Phchr1, 32130, gwh2.1.891.1, Rhizopus_oryzae#RO3G_12202.1, Saccharomyces_bayanus#ORFP:9717, Saccharomyces_castelli#ORFP:Scas_Contig667.2, Saccharomyces_cerevisiae#gi, 6321659, ref, NP_011736.1, , Saccharomyces_kudriavzevi#ORFP:Skud_Contig1159.2, Saccharomyces_mikatae#ORFP:9302, Saccharomyces_paradoxus#ORFP:9179, Schizosaccharomyces_pombe#gi, 19114797, ref, NP_593885.1, , Sclerotinia_sclerotiorum#SS1G_10212.1, Stagonospora_nodorum#SNU04840.1, Trichoderma_reesei#38259, Ustilago_maydis#UM03529.1, Yarrowia_lipolytica#gi, 50555650, ref, XP_505233.1, 
FG1024	Ashbya_gossypii#lcl, AAR057W, Aspergillus_fumigatus#gi, 70985056, ref, XP_748034.1, , Aspergillus_nidulans#AN8183, Aspergillus_oryzae#AO090102000512, Botrytis_cinerea#BC1G_02869.1, Candida_glabrata#gi, 50292381, ref, XP_448623.1, , Candida_lusitaniae#CLUG_03654.1, Chaetomium_globosum#CHG07246.1, Coccidioides_immitis#CIMG_06509.2, Cryptococcus_neoformans#gi, 58269922, ref, XP_572117.1, , Debaryomyces_hansenii#gi, 50413165, ref, XP_457216.1, , Fusarium_graminearum#FG07379.1, Kluyveromyces_lactis#gi, 50305279, ref, XP_452599.1, , Magnaporthe_grisea#MGG_07465.5, Neurospora_crassa#NCU03794.2, Phanerochaete_chrysosporium#jgi, Phchr1, 136924, e_gww2.14.17, Rhizopus_oryzae#RO3G_00436.1, Saccharomyces_bayanus#ORFP:2840, Saccharomyces_cerevisiae#gi, 6319903, ref, NP_009984.1, , Saccharomyces_kudriavzevi#ORFP:Skud_Contig2008.5, Saccharomyces_mikatae#ORFP:1845, Saccharomyces_paradoxus#ORFP:2623, Schizosaccharomyces_pombe#gi, 19112135, ref, NP_595343.1, , Sclerotinia_sclerotiorum#SS1G_07712.1, Stagonospora_nodorum#SNU11245.1, Trichoderma_reesei#31692, Ustilago_maydis#UM02662.1, Yarrowia_lipolytica#gi, 50545667, ref, XP_500372.1, 
FG1031	Ashbya_gossypii#lcl, AFR084C, Aspergillus_fumigatus#gi, 70997541, ref, XP_753515.1, , Aspergillus_nidulans#AN0167, Aspergillus_oryzae#AO090026000705, Botrytis_cinerea#BC1G_03064.1, Candida_glabrata#gi, 50292939, ref, XP_448902.1, , Candida_lusitaniae#CLUG_05669.1, Coccidioides_immitis#CIMG_09134.2, Cryptococcus_neoformans#gi, 58265618, ref, XP_569965.1, , Debaryomyces_hansenii#gi, 50425405, ref, XP_461296.1, , Fusarium_graminearum#FG05648.1, Kluyveromyces_lactis#gi, 50311369, ref, XP_455709.1, , Magnaporthe_grisea#MGG_06077.5, Neurospora_crassa#NCU04344.2, Phanerochaete_chrysosporium#jgi, Phchr1, 41806, gww2.1.827.1, Rhizopus_oryzae#RO3G_06936.1, Saccharomyces_bayanus#ORFP:26664, Saccharomyces_castelli#ORFP:Scas_Contig603.15, Saccharomyces_cerevisiae#gi, 6322878, ref, NP_012951.1, , Saccharomyces_kudriavzevi#ORFP:Skud_Contig1613.2, Saccharomyces_mikatae#ORFP:13759, Saccharomyces_paradoxus#ORFP:13395, Schizosaccharomyces_pombe#gi, 19075703, ref, NP_588203.1, , Sclerotinia_sclerotiorum#SS1G_08344.1, Stagonospora_nodorum#SNU14011.1, Trichoderma_reesei#14401, Ustilago_maydis#UM03171.1, Yarrowia_lipolytica#gi, 50548987, ref, XP_501964.1, 
FG1037	Ashbya_gossypii#lcl, ADL121W, Aspergillus_fumigatus#gi, 70998588, ref, XP_754016.1, , Aspergillus_nidulans#AN2293, Aspergillus_oryzae#AO090009000641, Botrytis_cinerea#BC1G_03649.1, Candida_glabrata#gi, 50290753, ref, XP_447809.1, , Candida_lusitaniae#CLUG_00874.1, Chaetomium_globosum#CHG02923.1, Coccidioides_immitis#CIMG_06047.2, Cryptococcus_neoformans#gi, 58262820, ref, XP_568820.1, , Debaryomyces_hansenii#gi, 50418979, ref, XP_458010.1, , Fusarium_graminearum#FG07313.1, Kluyveromyces_lactis#gi, 50307585, ref, XP_453772.1, , Magnaporthe_grisea#MGG_04998.5, Neurospora_crassa#NCU00150.2, Phanerochaete_chrysosporium#jgi, Phchr1, 139463, e_gww2.2.753, Rhizopus_oryzae#RO3G_15533.1, Saccharomyces_bayanus#ORFP:11398, Saccharomyces_castelli#ORFP:Scas_Contig673.5, Saccharomyces_cerevisiae#gi, 6322169, ref, NP_012244.1, , Saccharomyces_kluyveri#ORFP:Sklu_Contig1814.2, Saccharomyces_mikatae#ORFP:11067, Saccharomyces_paradoxus#ORFP:11183, Schizosaccharomyces_pombe#gi, 19114853, ref, NP_593941.1, , Sclerotinia_sclerotiorum#SS1G_12457.1, Stagonospora_nodorum#SNU16442.1, Trichoderma_reesei#19763, Yarrowia_lipolytica#gi, 50555227, ref, XP_505022.1, 
FG1042	Ashbya_gossypii#lcl, AFR255W, Aspergillus_fumigatus#gi, 70984234, ref, XP_747634.1, , Aspergillus_nidulans#AN6577, Aspergillus_oryzae#AO090701000108, Botrytis_cinerea#BC1G_11669.1, Candida_glabrata#gi, 50289417, ref, XP_447140.1, , Candida_lusitaniae#CLUG_05882.1, Chaetomium_globosum#CHG05820.1, Coccidioides_immitis#CIMG_02679.2, Debaryomyces_hansenii#gi, 50425773, ref, XP_461483.1, , Fusarium_graminearum#FG02594.1, Kluyveromyces_lactis#gi, 50302213, ref, XP_451040.1, , Magnaporthe_grisea#MGG_08852.5, Neurospora_crassa#NCU10613.2, Phanerochaete_chrysosporium#jgi, Phchr1, 125312, e_gwh2.29.4., Rhizopus_oryzae#RO3G_11664.1, Saccharomyces_bayanus#ORFP:7835, Saccharomyces_castelli#ORFP:Scas_Contig712.16, Saccharomyces_cerevisiae#gi, 50593214, ref, NP_011278.2, , Saccharomyces_kluyveri#ORFP:Sklu_Contig2433.6, Saccharomyces_mikatae#ORFP:6946, Saccharomyces_paradoxus#ORFP:7669, Schizosaccharomyces_pombe#gi, 19112323, ref, NP_595531.1, , Sclerotinia_sclerotiorum#SS1G_00019.1, Stagonospora_nodorum#SNU09242.1, Trichoderma_reesei#18082, Ustilago_maydis#UM04402.1, Yarrowia_lipolytica#gi, 50552478, ref, XP_503649.1, 
FG1046	Ashbya_gossypii#lcl, AAL075W, Aspergillus_fumigatus#gi, 70984372, ref, XP_747700.1, , Aspergillus_nidulans#AN6636, Aspergillus_oryzae#AO090701000172, Botrytis_cinerea#BC1G_09970.1, Candida_glabrata#gi, 50287855, ref, XP_446357.1, , Candida_lusitaniae#CLUG_04607.1, Chaetomium_globosum#CHG06478.1, Coccidioides_immitis#CIMG_10144.2, Cryptococcus_neoformans#gi, 58261420, ref, XP_568120.1, , Debaryomyces_hansenii#gi, 50425507, ref, XP_461347.1, , Fusarium_graminearum#FG08596.1, Kluyveromyces_lactis#gi, 50305427, ref, XP_452673.1, , Magnaporthe_grisea#MGG_02766.5, Neurospora_crassa#NCU07442.2, Phanerochaete_chrysosporium#jgi, Phchr1, 135533, e_gww2.13.10, Rhizopus_oryzae#RO3G_09456.1, Saccharomyces_bayanus#ORFP:10407, Saccharomyces_castelli#ORFP:Scas_Contig690.26, Saccharomyces_cerevisiae#gi, 6321828, ref, NP_011904.1, , Saccharomyces_mikatae#ORFP:9775, Saccharomyces_paradoxus#ORFP:10250, Schizosaccharomyces_pombe#gi, 19113387, ref, NP_596595.1, , Sclerotinia_sclerotiorum#SS1G_05297.1, Stagonospora_nodorum#SNU07841.1, Trichoderma_reesei#44365, Ustilago_maydis#UM03761.1, Yarrowia_lipolytica#gi, 50552810, ref, XP_503815.1, 
FG1048	Ashbya_gossypii#lcl, AFR012C, Aspergillus_fumigatus#gi, 70991619, ref, XP_750658.1, , Aspergillus_nidulans#AN1915, Aspergillus_oryzae#AO090003000180, Botrytis_cinerea#BC1G_06258.1, Candida_glabrata#gi, 50290231, ref, XP_447547.1, , Candida_lusitaniae#CLUG_03692.1, Chaetomium_globosum#CHG08919.1, Coccidioides_immitis#CIMG_01309.2, Cryptococcus_neoformans#gi, 58261842, ref, XP_568331.1, , Debaryomyces_hansenii#gi, 50424867, ref, XP_461023.1, , Fusarium_graminearum#FG08760.1, Kluyveromyces_lactis#gi, 50308827, ref, XP_454418.1, , Magnaporthe_grisea#MGG_04969.5, Neurospora_crassa#NCU04817.2, Phanerochaete_chrysosporium#jgi, Phchr1, 38951, gww2.2.420.1, Rhizopus_oryzae#RO3G_01030.1, Saccharomyces_bayanus#ORFP:6664, Saccharomyces_castelli#ORFP:Scas_Contig710.16, Saccharomyces_cerevisiae#gi, 6320989, ref, NP_011068.1, , Saccharomyces_kluyveri#ORFP:Sklu_Contig2049.1, Saccharomyces_mikatae#ORFP:6302, Saccharomyces_paradoxus#ORFP:6438, Schizosaccharomyces_pombe#gi, 19115748, ref, NP_594836.1, , Sclerotinia_sclerotiorum#SS1G_02124.1, Stagonospora_nodorum#SNU12377.1, Trichoderma_reesei#36772, Yarrowia_lipolytica#gi, 50556858, ref, XP_505837.1, 
FG1049	Ashbya_gossypii#lcl, AFR708W, Aspergillus_fumigatus#gi, 70991653, ref, XP_750675.1, , Aspergillus_nidulans#AN1932, Botrytis_cinerea#BC1G_05011.1, Candida_glabrata#gi, 50285157, ref, XP_445007.1, , Candida_lusitaniae#CLUG_00021.1, Chaetomium_globosum#CHG09199.1, Coccidioides_immitis#CIMG_01257.2, Cryptococcus_neoformans#gi, 58263162, ref, XP_568991.1, , Debaryomyces_hansenii#gi, 50410997, ref, XP_457009.1, , Fusarium_graminearum#FG09500.1, Kluyveromyces_lactis#gi, 50304599, ref, XP_452255.1, , Magnaporthe_grisea#MGG_02496.5, Neurospora_crassa#NCU03891.2, Phanerochaete_chrysosporium#jgi, Phchr1, 137333, e_gww2.3.613, Rhizopus_oryzae#RO3G_14699.1, Saccharomyces_bayanus#ORFP:2491, Saccharomyces_castelli#ORFP:Scas_Contig579.7, Saccharomyces_cerevisiae#gi, 6319816, ref, NP_009897.1, , Saccharomyces_kluyveri#ORFP:Sklu_Contig2019.2, Saccharomyces_mikatae#ORFP:2146, Saccharomyces_paradoxus#ORFP:2318, Schizosaccharomyces_pombe#gi, 19112148, ref, NP_595356.1, , Sclerotinia_sclerotiorum#SS1G_02439.1, Stagonospora_nodorum#SNU12361.1, Trichoderma_reesei#39944, Ustilago_maydis#UM01728.1, Yarrowia_lipolytica#gi, 50548015, ref, XP_501477.1, 
FG1056	Ashbya_gossypii#lcl, AFR553C, Aspergillus_fumigatus#gi, 70992351, ref, XP_751024.1, , Aspergillus_nidulans#AN0556, Aspergillus_oryzae#AO090023000471, Candida_glabrata#gi, 50294834, ref, XP_449828.1, , Candida_lusitaniae#CLUG_05723.1, Chaetomium_globosum#CHG08286.1, Coccidioides_immitis#CIMG_09803.2, Cryptococcus_neoformans#gi, 58268028, ref, XP_571170.1, , Debaryomyces_hansenii#gi, 50424913, ref, XP_461047.1, , Fusarium_graminearum#FG01699.1, Kluyveromyces_lactis#gi, 50305097, ref, XP_452507.1, , Magnaporthe_grisea#MGG_09555.5, Neurospora_crassa#NCU08730.2, Phanerochaete_chrysosporium#jgi, Phchr1, 131313, e_gww2.5.90., Rhizopus_oryzae#RO3G_11820.1, Saccharomyces_bayanus#ORFP:19153, Saccharomyces_castelli#ORFP:Scas_Contig594.10, Saccharomyces_cerevisiae#gi, 6323880, ref, NP_013951.1, , Saccharomyces_kluyveri#ORFP:Sklu_Contig1812.3, Saccharomyces_mikatae#ORFP:17265, Saccharomyces_paradoxus#ORFP:16422, Schizosaccharomyces_pombe#gi, 19113847, ref, NP_592935.1, , Sclerotinia_sclerotiorum#SS1G_09567.1, Stagonospora_nodorum#SNU14985.1, Trichoderma_reesei#46221, Ustilago_maydis#UM04704.1, Yarrowia_lipolytica#gi, 50546839, ref, XP_500889.1, 
